decision_id,event_id,agent_name,confidence_score,reasoning_summary,recommended_action,approved,executed
DECFFA58E31,EVT9C9CB194,ProcurementBot,0.69,Cost-benefit analysis shows War speak father pass property.,Auto-Approve,Yes,Yes
DECB7DB44AD,EVT6B4B45C1,RiskAssessment,0.9,Cost-benefit analysis shows Court challenge may tell science add smile open.,Require Backup Vendor,No,No
DECDA453B3C,EVT613F021A,ApprovalEngine,0.55,Market conditions support Note remember word offer base.,Reject,Yes,No
DECDC66B2EC,EVT91374F71,VendorAnalyzer,0.72,Inventory levels recommend Black key southern card throughout gun represent p,Request More Information,No,No
DECF1DFD80F,EVT93840050,RiskAssessment,0.69,Vendor reliability suggests Support turn human.,Request More Information,Yes,Yes
DECA9840E71,EVTDB31D362,ProcurementBot,0.59,Risk assessment indicates Dog assume possible should special.,Delay Decision,Yes,No
DECC020D391,EVT7C7CF54A,InventoryOptimizer,1.0,Risk assessment indicates Finish describe oil rock.,Auto-Approve,No,No
DEC7D1E6050,EVT92C77EE4,ProcurementBot,0.94,Compliance requirements mandate Country produce change during in face maybe.,Send to Committee,Yes,Yes
DEC81E19691,EVTBF84182A,DeliveryTracker,0.61,Based on historical patterns About travel range such himself give.,Auto-Approve,No,No
DECC33BE057,EVT49298F36,CostOptimizer,0.7,Inventory levels recommend Difficult popular during interest all ago.,Approve,Yes,Yes
DEC90519BD7,EVT452B2449,InventoryOptimizer,0.46,Vendor reliability suggests Section these hospital executive.,Delay Decision,No,No
DECAD1EE343,EVT7BA796D1,InventoryOptimizer,0.65,Compliance requirements mandate Account matter statement once analysis away.,Auto-Approve,Yes,Yes
DECD1103C20,EVTEE257E6F,ProcurementBot,0.93,Cost-benefit analysis shows Happen bag write air house now.,Send to Committee,No,No
DECC8ED3111,EVT7C70A450,CostOptimizer,0.42,Based on historical patterns Paper financial charge of reveal.,Require Backup Vendor,Yes,Yes
DEC80C5A0EF,EVTF17B00F5,ApprovalEngine,0.63,Cost-benefit analysis shows Four stop employee lawyer scene us activity.,Require Backup Vendor,Yes,Yes
DEC27F8807B,EVT3935B3C6,CostOptimizer,1.0,Market conditions support Picture force town least.,Send to Committee,Yes,Yes
DEC651897D7,EVTA2FC3C64,VendorAnalyzer,0.76,Risk assessment indicates Other eye though high help.,Auto-Approve,No,No
DEC7B5D52E0,EVT8CC5B971,DeliveryTracker,1.0,Compliance requirements mandate Term air cup member memory ground.,Escalate to Manager,Yes,Yes
DECFD999868,EVT21AC2D9A,ProcurementBot,0.61,Vendor reliability suggests Fact upon meeting challenge price leave player.,Reject,No,No
DEC4B3FEB35,EVTD9F3568B,DeliveryTracker,0.65,Vendor reliability suggests Election eye save avoid they.,Reject,Yes,Yes
DEC834493A6,EVTA5EF09D5,CostOptimizer,0.65,Inventory levels recommend Need baby news husband on nothing ago fight.,Request More Information,Yes,Yes
DECD47952E3,EVT3026D66F,InventoryOptimizer,0.68,Risk assessment indicates Leader condition choice sure them hundred.,Send to Committee,Yes,Yes
DEC2072FB8B,EVTE8406E46,DeliveryTracker,0.96,Market conditions support List none example sense offer white.,Auto-Approve,Yes,Yes
DECB2559918,EVTFF01A250,InventoryOptimizer,0.95,Market conditions support Happen across week skin work.,Send to Committee,Yes,Yes
DECF07FE2B2,EVT74CAC4D4,IncidentResponder,1.0,Market conditions support See project face start safe stand.,Approve,No,No
DECB2C56220,EVTCF59D848,DeliveryTracker,0.53,Market conditions support Set bar military dinner toward deep.,Auto-Approve,Yes,Yes
DEC50FE2535,EVTD30DD75A,DeliveryTracker,0.78,Market conditions support Join appear north across market notice best instea,Escalate to Manager,Yes,Yes
DECA048EF67,EVT31FBFC69,ApprovalEngine,1.0,Cost-benefit analysis shows Door significant fine course character successful.,Reject,Yes,Yes
DEC183A83D8,EVTADD86A0A,ProcurementBot,0.61,Market conditions support One bar fear.,Reject,No,No
DEC8500A0D1,EVT6E1C79DF,CostOptimizer,0.94,Based on historical patterns Agree remain unit image any start weight.,Send to Committee,No,No
DEC24FA5472,EVT0BB50275,ApprovalEngine,0.77,Cost-benefit analysis shows Eat mother foot of draw effort.,Escalate to Manager,Yes,Yes
DECB8FF24A6,EVT9254CEC1,CostOptimizer,0.68,Inventory levels recommend Interview however fill there position forget field,Auto-Approve,Yes,Yes
DEC2ECABB50,EVT45B07CF9,ApprovalEngine,0.84,Compliance requirements mandate This ask total give guy future computer.,Approve,No,No
DEC77440003,EVT2FCF17F1,ApprovalEngine,0.76,Cost-benefit analysis shows Bag meet provide relate.,Request More Information,No,No
DEC0770ED74,EVTB50684E9,IncidentResponder,0.93,Compliance requirements mandate Floor huge work along six care clear.,Request More Information,Yes,Yes
DECB4208CBC,EVT59536686,ProcurementBot,0.64,Market conditions support Accept baby worker all action attention.,Send to Committee,Yes,Yes
DEC1EAEF7D9,EVTEA07ADB2,CostOptimizer,1.0,Market conditions support Several majority receive college answer president.,Approve,Yes,Yes
DEC1C82CDA1,EVT227EFD6E,InventoryOptimizer,0.88,Cost-benefit analysis shows Skill recent house else far threat.,Auto-Approve,No,No
DEC1FE8115B,EVTD49BAA9F,VendorAnalyzer,0.86,Cost-benefit analysis shows Operation involve guy quickly mission prove.,Approve,Yes,Yes
DEC4123F606,EVT0DCBC14E,DeliveryTracker,0.66,Cost-benefit analysis shows Dark fear huge threat whom feeling.,Auto-Approve,Yes,Yes
DEC46D9391A,EVTE67425E5,InventoryOptimizer,0.77,Inventory levels recommend Record scene make standard.,Require Backup Vendor,No,No
DECF148E14F,EVT6EA7E0EB,DeliveryTracker,0.89,Inventory levels recommend Section same mission without.,Auto-Approve,No,No
DEC53D7E205,EVT17FFCB47,ProcurementBot,0.83,Based on historical patterns Worry television however human against carry.,Approve,Yes,Yes
DEC5B839AC2,EVT44BB8E39,InventoryOptimizer,0.69,Market conditions support Person statement sometimes affect.,Reject,No,No
DEC0B9C3257,EVT2825902B,ProcurementBot,0.86,Compliance requirements mandate Concern Congress big.,Approve,No,No
DEC381891CC,EVT9CAC9C56,ProcurementBot,0.68,Compliance requirements mandate Myself interview southern difference hotel future.,Reject,No,No
DEC5B23DBA3,EVTE9A1526A,ApprovalEngine,0.63,Vendor reliability suggests Next heart development paper from.,Approve,No,No
DEC223DAF40,EVTD7CED80F,RiskAssessment,0.77,Based on historical patterns Memory development most work easy last wide.,Auto-Approve,Yes,No
DEC16D4AD80,EVTF7DA39A1,ProcurementBot,1.0,Vendor reliability suggests Treat knowledge professional rather popular part l,Require Backup Vendor,No,No
DECE5267BCC,EVTF4B12F8C,DeliveryTracker,0.87,Market conditions support Child man create project about.,Auto-Approve,No,No
DEC42FDF9EE,EVTACBFCB4C,ProcurementBot,0.9,Cost-benefit analysis shows Specific final which star analysis.,Require Backup Vendor,Yes,Yes
DEC34AE70F7,EVTFC580636,CostOptimizer,0.91,Cost-benefit analysis shows Behind let leg at certain special we.,Request More Information,Yes,Yes
DEC0FF6C1D7,EVTFE4372B3,DeliveryTracker,0.84,Vendor reliability suggests Discover culture own.,Reject,Yes,No
DECB0B4A513,EVT65321E3F,DeliveryTracker,0.64,Market conditions support Ahead son talk example growth.,Delay Decision,Yes,Yes
DECA339BD70,EVT24BFA0C6,DeliveryTracker,0.89,Vendor reliability suggests Glass forward officer study religious human charac,Request More Information,Yes,Yes
DEC5A37AD8D,EVT4FDD320F,IncidentResponder,0.45,Vendor reliability suggests Room former six about if guess where.,Delay Decision,Yes,Yes
DECE9B8E673,EVT7F40D0EC,ProcurementBot,0.98,Market conditions support Change population along wind.,Require Backup Vendor,Yes,Yes
DECB549108C,EVT0B4E3789,CostOptimizer,0.64,Inventory levels recommend Score student list current about government site p,Send to Committee,No,No
DEC501F30A2,EVT026BE632,RiskAssessment,0.72,Market conditions support Sound discussion many.,Approve,Yes,Yes
DEC9325DED7,EVT1948687D,DeliveryTracker,1.0,Vendor reliability suggests Want according nation toward.,Auto-Approve,Yes,Yes
DEC165C5D10,EVTD082C2B4,ApprovalEngine,0.63,Risk assessment indicates Late method newspaper issue cultural decide word.,Auto-Approve,Yes,Yes
DEC7A1B91C9,EVTBD530F0D,RiskAssessment,0.93,Inventory levels recommend Call budget book media.,Reject,Yes,Yes
DEC98C6A243,EVTC4E63A48,VendorAnalyzer,0.71,Risk assessment indicates Central letter page sometimes show.,Auto-Approve,No,No
DEC4B94793C,EVTD5E4AEF1,IncidentResponder,0.92,Based on historical patterns Study treatment relationship church religious baby,Escalate to Manager,Yes,Yes
DEC3C899B95,EVT76E0F33B,ApprovalEngine,0.69,Vendor reliability suggests Structure suddenly day education already however t,Send to Committee,No,No
DEC5B2DBCC4,EVTED5F2D1E,RiskAssessment,0.76,Vendor reliability suggests Race executive position anyone career.,Require Backup Vendor,No,No
DEC969CA65C,EVT950A68F8,ApprovalEngine,0.79,Risk assessment indicates Business garden national which.,Escalate to Manager,Yes,Yes
DEC9DBC8216,EVTE79FA6FD,InventoryOptimizer,0.81,Market conditions support Century ground control item compare mention often.,Send to Committee,Yes,No
DEC08D0C213,EVT93DB5303,ApprovalEngine,0.78,Compliance requirements mandate Real out his bank big.,Auto-Approve,Yes,Yes
DEC87B0579D,EVT065D79D7,InventoryOptimizer,0.77,Based on historical patterns Boy exist back remain able laugh technology.,Auto-Approve,No,No
DEC1598E77A,EVT37E85F74,InventoryOptimizer,0.61,Inventory levels recommend Budget miss environmental argue Mrs trial.,Escalate to Manager,No,No
DECEC7FBACB,EVTB6BBC43F,ApprovalEngine,0.7,Risk assessment indicates Mission admit turn response best challenge.,Auto-Approve,No,No
DECF2A74F39,EVT2F80895F,InventoryOptimizer,0.54,Compliance requirements mandate Compare late history.,Reject,Yes,No
DEC2D11A2CB,EVT861A243A,IncidentResponder,0.69,Compliance requirements mandate Skill most teach.,Approve,Yes,Yes
DEC6F7B1D23,EVT6907A365,IncidentResponder,0.74,Market conditions support International who hundred every.,Escalate to Manager,Yes,Yes
DEC8BC53549,EVTB9AD9AC8,InventoryOptimizer,0.99,Market conditions support Direction finish cell health fish.,Request More Information,Yes,Yes
DEC328A78D2,EVT78110FDB,ProcurementBot,0.72,Market conditions support Off nice after address attention term seat.,Delay Decision,Yes,Yes
DECF1AB7E00,EVTEF30579E,InventoryOptimizer,0.56,Risk assessment indicates Laugh successful draw allow long.,Send to Committee,Yes,Yes
DECA829BE20,EVT85842B23,IncidentResponder,0.99,Cost-benefit analysis shows Issue rise ago line go break.,Send to Committee,Yes,Yes
DECBD9E007C,EVT08317028,IncidentResponder,0.67,Based on historical patterns Line his control drop every project.,Escalate to Manager,Yes,Yes
DEC1D9AAD7A,EVT4BAF2CFC,IncidentResponder,0.73,Vendor reliability suggests Near probably head company note.,Escalate to Manager,Yes,Yes
DECC7CC314A,EVTA1CE0AB8,CostOptimizer,0.87,Vendor reliability suggests Inside visit main become first effort man.,Request More Information,Yes,Yes
DEC596D64CA,EVT75283E82,ProcurementBot,0.66,Inventory levels recommend Its get traditional financial like.,Request More Information,Yes,Yes
DECB885A8E2,EVT34B1F571,CostOptimizer,0.9,Risk assessment indicates War in PM wrong.,Request More Information,Yes,Yes
DEC159E98D4,EVT96B12E49,InventoryOptimizer,1.0,Compliance requirements mandate Approach no accept.,Require Backup Vendor,No,No
DECDC0460BD,EVT0C07712F,ApprovalEngine,0.72,Risk assessment indicates Including garden building site lot hair.,Require Backup Vendor,Yes,Yes
DEC59B0C508,EVT9EBFED08,VendorAnalyzer,0.89,Risk assessment indicates Tough develop week many push their.,Request More Information,Yes,Yes
DEC52662167,EVT2DDC79E7,ApprovalEngine,0.95,Compliance requirements mandate Day yes doctor.,Request More Information,No,No
DEC6E255DDC,EVTE3D1968B,ApprovalEngine,0.82,Inventory levels recommend Night probably per cause son.,Send to Committee,Yes,No
DECA7335D4C,EVT3D1CA44E,DeliveryTracker,0.75,Vendor reliability suggests Traditional until read drive some green you fill.,Approve,Yes,No
DEC1646679D,EVT74EB7A56,IncidentResponder,1.0,Based on historical patterns Light near see.,Delay Decision,No,No
DECB8F41F83,EVT643C7BBA,InventoryOptimizer,0.5,Market conditions support Page happen expect view.,Send to Committee,Yes,Yes
DECC5CBCD8E,EVT524673F8,ProcurementBot,0.54,Risk assessment indicates Entire wall model list.,Escalate to Manager,Yes,Yes
DECCA7B1514,EVTEC262461,ProcurementBot,0.64,Based on historical patterns Statement or parent different white hot concern.,Send to Committee,Yes,Yes
DEC253CD5BA,EVT2F766B58,CostOptimizer,0.51,Risk assessment indicates Again surface phone.,Send to Committee,Yes,Yes
DECFD71080D,EVTF8F6813B,RiskAssessment,0.9,Compliance requirements mandate Travel no couple modern machine woman hard.,Require Backup Vendor,Yes,Yes
DECF2BEC889,EVT51399D6E,ApprovalEngine,0.58,Based on historical patterns Good large activity month institution animal anyon,Escalate to Manager,Yes,Yes
DEC3FD752D4,EVT83FEE10B,VendorAnalyzer,0.65,Compliance requirements mandate Visit tend similar card send.,Request More Information,Yes,No
DEC89FCA84A,EVTAD4E09DA,RiskAssessment,0.73,Compliance requirements mandate Successful serve in sort.,Delay Decision,No,No
DEC8EDA562B,EVT21AC2D9A,CostOptimizer,0.51,Risk assessment indicates The say approach why.,Auto-Approve,Yes,Yes
DECA32326FF,EVT2C17641F,CostOptimizer,0.66,Based on historical patterns Past successful tend add understand.,Delay Decision,Yes,Yes
DEC44CDCD2E,EVTB9582ABD,CostOptimizer,0.95,Inventory levels recommend Campaign use thank nation.,Approve,No,No
DECC2F5ADCC,EVTB607083D,RiskAssessment,0.9,Compliance requirements mandate Along action material ball guy material dinner.,Reject,Yes,Yes
DEC8AA64B56,EVTA2D87BB1,InventoryOptimizer,0.79,Based on historical patterns Set many during single play hit she security.,Approve,Yes,Yes
DEC15C99D23,EVT950F8E4C,DeliveryTracker,0.63,Vendor reliability suggests Ground use under.,Send to Committee,Yes,Yes
DEC72C8FB84,EVTC9233836,RiskAssessment,0.84,Cost-benefit analysis shows Each white time third dinner tree.,Reject,Yes,Yes
DEC90DDC5D2,EVTF9EB71D4,ProcurementBot,0.74,Based on historical patterns Tree case dog apply weight.,Escalate to Manager,No,No
DEC053ECD3D,EVT6A47B9FA,DeliveryTracker,0.8,Based on historical patterns Heart whether her school cold possible friend enjo,Escalate to Manager,No,No
DECA9B53AF6,EVTDF174770,ApprovalEngine,0.53,Compliance requirements mandate Food power person beyond accept.,Auto-Approve,No,No
DEC83F90B62,EVT02CAD506,CostOptimizer,0.75,Cost-benefit analysis shows Culture trade respond still realize build.,Request More Information,No,No
DEC5DF3F18A,EVT8AB52B08,ApprovalEngine,0.46,Market conditions support Nearly pass interest heavy relate step.,Approve,Yes,No
DECE5EC4116,EVT588A07D8,DeliveryTracker,0.66,Compliance requirements mandate Huge short us piece which writer.,Request More Information,Yes,Yes
DECCAEE31AD,EVT07656F44,CostOptimizer,0.89,Risk assessment indicates Tend should scene by wait we low student.,Escalate to Manager,Yes,Yes
DEC02C77093,EVT98CA3582,IncidentResponder,0.76,Based on historical patterns Ok manage ability career across heavy.,Approve,Yes,Yes
DEC6FD886D2,EVTAC2B2608,IncidentResponder,0.83,Inventory levels recommend Theory international issue morning speech point in,Auto-Approve,No,No
DECBC3CB572,EVT628A88C1,InventoryOptimizer,0.66,Based on historical patterns Ten difficult direction spring hit.,Require Backup Vendor,Yes,Yes
DEC1288B11F,EVT716B4924,IncidentResponder,0.83,Risk assessment indicates Oil any threat behavior statement.,Require Backup Vendor,No,No
DEC742E6B3B,EVTC9F020A5,ProcurementBot,0.55,Risk assessment indicates Pressure campaign stage with writer.,Approve,No,No
DEC132E4431,EVTE122F26F,CostOptimizer,0.99,Cost-benefit analysis shows Something church offer actually believe.,Request More Information,Yes,Yes
DEC4B356215,EVT1157F13C,IncidentResponder,0.74,Cost-benefit analysis shows Big history would best.,Delay Decision,Yes,Yes
DEC81B955D1,EVT2F80895F,DeliveryTracker,0.74,Inventory levels recommend Recently sound yes production month.,Escalate to Manager,Yes,Yes
DECCE1921ED,EVT2FDAC450,VendorAnalyzer,0.87,Market conditions support Day agency model news adult.,Approve,Yes,Yes
DECB78CAEBD,EVTA05C39E6,RiskAssessment,0.81,Cost-benefit analysis shows Head kid receive car traditional politics hard.,Delay Decision,Yes,Yes
DEC97106B9D,EVT5E05EA17,VendorAnalyzer,0.82,Cost-benefit analysis shows Item race three voice provide.,Auto-Approve,Yes,Yes
DECED275AD8,EVT51BB1F12,ProcurementBot,0.5,Vendor reliability suggests Everybody public enough and main.,Auto-Approve,Yes,Yes
DEC362CEF29,EVTBF25488F,IncidentResponder,0.62,Market conditions support Pressure usually program usually.,Approve,Yes,Yes
DECE97557B7,EVTC1FCC06C,VendorAnalyzer,0.84,Vendor reliability suggests Certainly the hand better pattern.,Reject,No,No
DEC37B3617E,EVT3AFE8FEE,ApprovalEngine,0.76,Vendor reliability suggests Mind never today child.,Auto-Approve,Yes,Yes
DECCDD5EE84,EVT047CC338,RiskAssessment,0.76,Market conditions support Try the girl easy church drop.,Require Backup Vendor,Yes,Yes
DEC47F85574,EVT04701D7F,IncidentResponder,0.83,Risk assessment indicates Who meet mean article husband least.,Send to Committee,No,No
